SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:47;;;
Projet;_Forest resources database;;;;;;;
;;;;;;;;
;;;;;;;;
Calculation: ;Analyser;;;;;;;
Results: ;Inventaire;;;;;;;
Product: ;1 m3 _Oak logs for timber, manually felled, 80% water on dry mass basis, in forest/FR U (of project _Forest resources database);;;;;;;
Méthode: ;;;;;;;;
Indicateur: ;Inventaire;;;;;;;
Unité: ;?;;;;;;;
Compartiment: ;Tous les compartiments;;;;;;;
Per sub-compartment: ;Oui;;;;;;;
Default units: ;Non;;;;;;;
Exclure les processus d'infrastructure: ;Non;;;;;;;
Exclure les émissions à long terme: ;Oui;;;;;;;
Sorted on item: ;Substance;;;;;;;
Sort order: ;Croissant;;;;;;;
;;;;;;;;
N°;Substance;Compartiment;Sous-compartiment;Unité;Total;_Oak logs for timber, manually felled, 80% water on dry mass basis, in forest/FR U;_Power sawing, without catalytic converter/hr/RER_357XP/Husqvarna U (2009);Operation, passenger car, diesel, fleet average/RER S
534;Iodide;Eau;river;kg;2.52429E-06;x;2.21994E-06;3.04349E-07
535;Iodine;Brut;in water;kg;7.01931E-11;x;6.32307E-11;6.96244E-12
536;Iodine;Air;;kg;3.45885E-17;x;3.21226E-17;2.46593E-18
537;Iodine;Air;high. pop.;kg;5.16381E-10;x;5.11983E-10;4.39885E-12
538;Iodine;Air;low. pop.;kg;4.27886E-08;x;4.00854E-08;2.70316E-09
539;Iodine-129;Air;low. pop.;Bq;0.002088726;x;0.001944468;0.000144258
540;Iodine-131;Air;low. pop.;Bq;0.103597225;x;0.097014352;0.006582873
541;Iodine-131;Eau;river;Bq;0.000101849;x;9.30651E-05;8.78395E-06
542;Iodine-133;Air;low. pop.;Bq;4.88901E-06;x;4.22382E-06;6.65196E-07
543;Iodine-133;Eau;river;Bq;3.16852E-06;x;2.51011E-06;6.58405E-07
544;Iodine-135;Air;low. pop.;Bq;5.57288E-06;x;5.17557E-06;3.97312E-07
545;Iron;Brut;in ground;kg;0.006674691;x;0.006123877;0.000550814
546;Iron;Air;;kg;5.43838E-08;x;5.0561E-08;3.82278E-09
547;Iron;Air;high. pop.;kg;3.62596E-07;x;3.48486E-07;1.41102E-08
548;Iron;Air;low. pop.;kg;3.1149E-08;x;2.97097E-08;1.43938E-09
549;Iron;Sol;;kg;4.2524E-06;x;3.12222E-06;1.13018E-06
550;Iron;Sol;agricultural;kg;2.48657E-07;x;2.36554E-07;1.21036E-08
551;Iron;Sol;industrial;kg;3.43974E-05;x;3.11716E-05;3.22581E-06
552;Iron-59;Eau;river;Bq;8.71085E-07;x;6.90075E-07;1.8101E-07
553;Iron, ion;Eau;;kg;1.56751E-06;x;1.42253E-06;1.44972E-07
554;Iron, ion;Eau;groundwater;kg;4.56955E-05;x;4.28109E-05;2.88463E-06
555;Iron, ion;Eau;ocean;kg;6.54553E-07;x;6.01659E-07;5.28935E-08
556;Iron, ion;Eau;river;kg;3.43456E-06;x;3.11281E-06;3.2175E-07
557;Isocyanic acid;Air;high. pop.;kg;1.06637E-09;x;9.44716E-10;1.21654E-10
558;Isoprene;Air;;kg;1.16649E-18;x;1.11239E-18;5.41015E-20
559;Isoprene;Air;low. pop.;kg;3.41908E-11;x;3.0867E-11;3.3238E-12
560;Isopropylamine;Air;high. pop.;kg;3.6934E-15;x;3.21046E-15;4.82939E-16
561;Isopropylamine;Eau;river;kg;8.86423E-15;x;7.70516E-15;1.15907E-15
562;Kaolinite;Brut;in ground;kg;1.11436E-06;x;1.0759E-06;3.84592E-08
563;Kieserite;Brut;in ground;kg;2.42592E-09;x;1.92724E-09;4.98687E-10
564;Krypton-85;Air;low. pop.;Bq;0.819973907;x;0.7672478;0.052726107
565;Krypton-85m;Air;low. pop.;Bq;0.041065858;x;0.034431806;0.006634051
566;Krypton-87;Air;low. pop.;Bq;0.016175116;x;0.014254769;0.001920347
567;Krypton-88;Air;low. pop.;Bq;0.016004236;x;0.013805716;0.00219852
568;Krypton-89;Air;low. pop.;Bq;0.00414345;x;0.003376292;0.000767158
569;Lactic acid;Air;high. pop.;kg;5.87637E-14;x;5.29951E-14;5.76861E-15
570;Lactic acid;Eau;river;kg;1.41032E-13;x;1.27188E-13;1.38447E-14
571;Lanthanum-140;Air;low. pop.;Bq;1.65805E-07;x;1.31352E-07;3.44534E-08
572;Lanthanum-140;Eau;river;Bq;5.37566E-06;x;4.25859E-06;1.11707E-06
573;Lead;Brut;in ground;kg;2.50443E-06;x;2.02437E-06;4.8006E-07
574;Lead;Air;;kg;5.41703E-08;x;2.5662E-08;2.85083E-08
575;Lead;Air;high. pop.;kg;6.30267E-08;x;5.75037E-08;5.52306E-09
576;Lead;Air;low. pop.;kg;1.38941E-07;x;1.36274E-07;2.66691E-09
577;Lead;Air;stratosphere + troposphere;kg;7.30481E-16;x;7.24209E-16;6.27282E-18
578;Lead;Eau;;kg;9.0939E-09;x;4.38308E-09;4.71083E-09
579;Lead;Eau;groundwater;kg;2.10493E-10;x;2.03484E-10;7.00904E-12
580;Lead;Eau;lake;kg;8.8695E-15;x;8.77587E-15;9.3629E-17
581;Lead;Eau;ocean;kg;9.12393E-08;x;8.39536E-08;7.28572E-09
582;Lead;Eau;river;kg;7.71465E-08;x;6.73757E-08;9.77073E-09
583;Lead;Sol;;kg;4.57944E-09;x;2.22381E-10;4.35706E-09
584;Lead;Sol;agricultural;kg;3.47897E-10;x;3.30276E-10;1.76212E-11
585;Lead-210;Air;;Bq;1.43633E-11;x;1.33393E-11;1.02401E-12
586;Lead-210;Air;high. pop.;Bq;0.002106078;x;0.002088158;1.79198E-05
587;Lead-210;Air;low. pop.;Bq;0.011024464;x;0.0103089;0.000715564
588;Lead-210;Eau;;Bq;2.94437E-06;x;2.80781E-06;1.3656E-07
589;Lead-210;Eau;groundwater;Bq;1.78369E-05;x;1.63755E-05;1.46145E-06
590;Lead-210;Eau;ocean;Bq;0.021057409;x;0.01932834;0.001729069
591;Lead-210;Eau;river;Bq;0.004861651;x;0.004557004;0.000304648
592;Linuron;Sol;agricultural;kg;1.64371E-10;x;1.26946E-10;3.7425E-11
593;Lithium;Brut;in ground;kg;3.27638E-13;x;3.00862E-13;2.67757E-14
594;Lithium, ion;Eau;;kg;1.09371E-08;x;1.04298E-08;5.07259E-10
595;Lithium, ion;Eau;river;kg;5.18476E-13;x;4.76105E-13;4.23711E-14
596;m-Xylene;Air;high. pop.;kg;2.46613E-09;x;2.32364E-09;1.42488E-10
597;m-Xylene;Eau;;kg;3.0822E-13;x;2.93925E-13;1.42957E-14
598;m-Xylene;Eau;river;kg;2.87175E-14;x;2.64489E-14;2.26857E-15
599;Magnesite;Brut;in ground;kg;9.83677E-05;x;9.11605E-05;7.20724E-06
600;Magnesium;Brut;in water;kg;6.3929E-05;x;6.3929E-05;7.60377E-11
601;Magnesium;Air;;kg;2.11078E-13;x;2.01288E-13;9.78992E-15
602;Magnesium;Air;high. pop.;kg;1.79793E-07;x;1.77832E-07;1.96118E-09
603;Magnesium;Air;low. pop.;kg;1.49592E-08;x;1.37346E-08;1.22465E-09
604;Magnesium;Eau;;kg;6.38259E-09;x;6.08655E-09;2.96033E-10
605;Magnesium;Eau;groundwater;kg;8.56539E-06;x;8.05453E-06;5.10852E-07
606;Magnesium;Eau;ocean;kg;6.73848E-05;x;6.19377E-05;5.44704E-06
607;Magnesium;Eau;river;kg;0.000132352;x;0.000116325;1.60272E-05
608;Magnesium;Sol;agricultural;kg;9.54989E-08;x;8.9972E-08;5.5269E-09
609;Magnesium;Sol;industrial;kg;1.37588E-05;x;1.24685E-05;1.29032E-06
610;Mancozeb;Sol;agricultural;kg;1.86113E-10;x;1.74977E-10;1.11355E-11
611;Manganese;Brut;in ground;kg;1.31428E-05;x;1.23661E-05;7.76732E-07
612;Manganese;Air;;kg;7.23359E-09;x;6.70444E-09;5.29148E-10
613;Manganese;Air;high. pop.;kg;5.52879E-09;x;5.25281E-09;2.75977E-10
614;Manganese;Air;low. pop.;kg;2.22678E-08;x;2.17342E-08;5.33637E-10
615;Manganese;Eau;;kg;7.14961E-09;x;6.59799E-09;5.51624E-10
616;Manganese;Eau;groundwater;kg;4.29112E-07;x;4.03058E-07;2.60539E-08
617;Manganese;Eau;ocean;kg;5.39447E-07;x;4.95842E-07;4.36058E-08
618;Manganese;Eau;river;kg;1.14281E-06;x;1.00973E-06;1.33073E-07
619;Manganese;Sol;agricultural;kg;5.51053E-08;x;5.18632E-08;3.24212E-09
620;Manganese;Sol;industrial;kg;6.87956E-07;x;6.23441E-07;6.45152E-08
621;Manganese-54;Air;low. pop.;Bq;1.54332E-08;x;1.22262E-08;3.20705E-09
622;Manganese-54;Eau;river;Bq;0.000280018;x;0.000248676;3.13422E-05
623;Mercury;Air;;kg;7.96312E-09;x;7.3742E-09;5.8892E-10
624;Mercury;Air;high. pop.;kg;2.95607E-09;x;2.7364E-09;2.19671E-10
625;Mercury;Air;low. pop.;kg;6.5902E-09;x;5.6869E-09;9.03302E-10
626;Mercury;Air;stratosphere + troposphere;kg;2.55657E-18;x;2.53462E-18;2.19543E-20
627;Mercury;Eau;;kg;4.00457E-10;x;3.69274E-10;3.11834E-11
628;Mercury;Eau;groundwater;kg;4.43317E-11;x;4.15585E-11;2.77321E-12
629;Mercury;Eau;lake;kg;7.67229E-17;x;7.5913E-17;8.09902E-19
630;Mercury;Eau;ocean;kg;2.6204E-10;x;2.41106E-10;2.09339E-11
631;Mercury;Eau;river;kg;2.60589E-10;x;2.45141E-10;1.54483E-11
632;Mercury;Sol;agricultural;kg;1.79968E-12;x;1.72784E-12;7.18411E-14
633;Metaldehyde;Sol;agricultural;kg;7.8782E-13;x;6.18784E-13;1.69037E-13
634;Metamorphous rock, graphite containing;Brut;in ground;kg;3.32891E-07;x;3.27085E-07;5.80571E-09
635;Methane, biogenic;Air;;kg;2.60592E-06;x;2.43125E-06;1.74677E-07
636;Methane, biogenic;Air;high. pop.;kg;1.05619E-07;x;1.03187E-07;2.43117E-09
637;Methane, biogenic;Air;low. pop.;kg;2.92896E-06;x;2.84061E-06;8.83566E-08
638;Methane, bromo-, Halon 1001;Air;;kg;1.6442E-18;x;1.56794E-18;7.62584E-20
639;Methane, bromochlorodifluoro-, Halon 1211;Air;low. pop.;kg;1.00034E-09;x;9.66075E-10;3.42701E-11
640;Methane, bromotrifluoro-, Halon 1301;Air;high. pop.;kg;3.0243E-16;x;2.14772E-16;8.76583E-17
641;Methane, bromotrifluoro-, Halon 1301;Air;low. pop.;kg;2.10811E-08;x;1.80034E-08;3.07772E-09
642;Methane, chlorodifluoro-, HCFC-22;Air;high. pop.;kg;1.4064E-10;x;1.37462E-10;3.17815E-12
643;Methane, chlorodifluoro-, HCFC-22;Air;low. pop.;kg;3.82415E-09;x;3.68413E-09;1.40025E-10
644;Methane, dichloro-, HCC-30;Air;high. pop.;kg;4.17398E-12;x;3.9703E-12;2.03678E-13
645;Methane, dichloro-, HCC-30;Air;low. pop.;kg;3.08893E-12;x;2.87265E-12;2.1628E-13
646;Methane, dichloro-, HCC-30;Eau;river;kg;4.35409E-07;x;3.94576E-07;4.08326E-08
647;Methane, dichlorodifluoro-, CFC-12;Air;;kg;1.09317E-18;x;1.04247E-18;5.07014E-20
648;Methane, dichlorodifluoro-, CFC-12;Air;high. pop.;kg;1.36826E-10;x;1.36675E-10;1.51028E-13
649;Methane, dichlorodifluoro-, CFC-12;Air;low. pop.;kg;4.88499E-12;x;4.64803E-12;2.36965E-13
650;Methane, dichlorofluoro-, HCFC-21;Air;high. pop.;kg;2.43762E-14;x;2.40736E-14;3.02632E-16
651;Methane, fossil;Air;;kg;3.59078E-06;x;5.86845E-07;3.00393E-06
652;Methane, fossil;Air;high. pop.;kg;7.37012E-05;x;6.9792E-05;3.90925E-06
653;Methane, fossil;Air;low. pop.;kg;0.001217069;x;0.000981405;0.000235664
654;Methane, fossil;Air;stratosphere + troposphere;kg;1.82614E-12;x;1.81046E-12;1.56818E-14
655;Methane, monochloro-, R-40;Air;high. pop.;kg;3.40564E-13;x;3.20612E-13;1.99519E-14
656;Methane, monochloro-, R-40;Air;low. pop.;kg;5.64024E-12;x;5.24533E-12;3.94913E-13
657;Methane, tetrachloro-, CFC-10;Air;;kg;4.88815E-16;x;4.66144E-16;2.26708E-17
658;Methane, tetrachloro-, CFC-10;Air;high. pop.;kg;4.46459E-10;x;4.14894E-10;3.15651E-11
659;Methane, tetrafluoro-, CFC-14;Air;;kg;2.54462E-08;x;2.46618E-08;7.84356E-10
660;Methane, tetrafluoro-, CFC-14;Air;high. pop.;kg;3.17649E-12;x;2.95823E-12;2.18253E-13
661;Methane, trichlorofluoro-, CFC-11;Air;high. pop.;kg;3.95728E-14;x;3.90815E-14;4.91298E-16
662;Methane, trifluoro-, HFC-23;Air;high. pop.;kg;7.75597E-12;x;7.65968E-12;9.62914E-14
663;Methanesulfonic acid;Air;high. pop.;kg;1.41724E-14;x;1.09587E-14;3.21376E-15
664;Methanol;Air;;kg;7.43797E-08;x;6.44325E-08;9.94719E-09
665;Methanol;Air;high. pop.;kg;8.41831E-08;x;7.63125E-08;7.87064E-09
666;Methanol;Air;low. pop.;kg;3.02213E-06;x;3.01685E-06;5.27741E-09
667;Methanol;Eau;;kg;8.86894E-08;x;8.84425E-08;2.46923E-10
668;Methanol;Eau;ocean;kg;1.2208E-08;x;1.18497E-08;3.58278E-10
669;Methanol;Eau;river;kg;3.2118E-09;x;3.17616E-09;3.56444E-11
670;Methyl acetate;Air;high. pop.;kg;5.95379E-16;x;4.64076E-16;1.31303E-16
671;Methyl acetate;Eau;river;kg;1.42887E-15;x;1.11376E-15;3.15118E-16
672;Methyl acrylate;Air;high. pop.;kg;8.62552E-11;x;8.53608E-11;8.94431E-13
673;Methyl acrylate;Eau;river;kg;1.68504E-09;x;1.66756E-09;1.7473E-11
674;Methyl amine;Air;high. pop.;kg;2.07606E-13;x;2.01042E-13;6.56432E-15
675;Methyl amine;Eau;river;kg;4.98233E-13;x;4.82479E-13;1.57543E-14
676;Methyl borate;Air;high. pop.;kg;2.44955E-15;x;2.23889E-15;2.10661E-16
677;Methyl ethyl ketone;Air;high. pop.;kg;1.3648E-07;x;1.35054E-07;1.42616E-09
678;Methyl formate;Air;high. pop.;kg;3.37517E-13;x;3.33806E-13;3.71126E-15
679;Methyl formate;Eau;river;kg;1.34747E-13;x;1.33266E-13;1.48171E-15
680;Methyl lactate;Air;high. pop.;kg;6.45115E-14;x;5.81785E-14;6.33306E-15
681;Metolachlor;Sol;agricultural;kg;1.1866E-09;x;9.15751E-10;2.70849E-10
682;Metribuzin;Sol;agricultural;kg;6.5532E-12;x;6.1611E-12;3.92098E-13
683;Mineral oil;Sol;forestry;kg;0.108;x;0.108;x
684;Molybdenum;Brut;in ground;kg;3.65602E-07;x;3.46258E-07;1.93442E-08
685;Molybdenum;Air;;kg;8.30353E-14;x;7.74381E-14;5.59716E-15
686;Molybdenum;Air;high. pop.;kg;1.63681E-08;x;1.52366E-08;1.13157E-09
687;Molybdenum;Air;low. pop.;kg;6.43426E-10;x;6.02576E-10;4.08496E-11
688;Molybdenum;Eau;;kg;2.33812E-13;x;2.22967E-13;1.08444E-14
689;Molybdenum;Eau;groundwater;kg;6.28867E-08;x;5.90176E-08;3.86905E-09
690;Molybdenum;Eau;ocean;kg;2.53051E-09;x;2.32842E-09;2.02089E-10
691;Molybdenum;Eau;river;kg;2.64252E-08;x;2.4551E-08;1.87418E-09
692;Molybdenum;Sol;agricultural;kg;1.45944E-11;x;1.39412E-11;6.53287E-13
693;Molybdenum-99;Eau;river;Bq;1.85341E-06;x;1.46828E-06;3.85136E-07
694;Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground;Brut;in ground;kg;7.58648E-07;x;7.38253E-07;2.03955E-08
695;Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground;Brut;in ground;kg;1.07175E-07;x;1.04277E-07;2.89763E-09
696;Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground;Brut;in ground;kg;1.82049E-07;x;1.72455E-07;9.59438E-09
697;Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground;Brut;in ground;kg;3.92722E-07;x;3.82104E-07;1.06177E-08
698;Monoethanolamine;Air;high. pop.;kg;4.0098E-09;x;3.9233E-09;8.6495E-11
699;Napropamide;Sol;agricultural;kg;1.39382E-12;x;1.09477E-12;2.9905E-13
700;Nickel;Air;;kg;1.36278E-08;x;4.58121E-09;9.04656E-09
701;Nickel;Air;high. pop.;kg;3.47691E-07;x;3.20161E-07;2.75306E-08
702;Nickel;Air;low. pop.;kg;1.80964E-07;x;1.6885E-07;1.21143E-08
703;Nickel;Air;stratosphere + troposphere;kg;2.55657E-15;x;2.53462E-15;2.19543E-17
704;Nickel;Sol;;kg;1.43799E-09;x;6.98343E-11;1.36816E-09
705;Nickel;Sol;agricultural;kg;4.15827E-10;x;4.00196E-10;1.56317E-11
706;Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground;Brut;in ground;kg;1.73285E-07;x;1.67683E-07;5.60282E-09
707;Nickel, 1.98% in silicates, 1.04% in crude ore, in ground;Brut;in ground;kg;0.001548431;x;0.001540159;8.27196E-06
708;Nickel, ion;Eau;;kg;1.3867E-08;x;1.1526E-08;2.34107E-09
709;Nickel, ion;Eau;groundwater;kg;1.65554E-08;x;1.55243E-08;1.03108E-09
710;Nickel, ion;Eau;lake;kg;1.20474E-14;x;1.19202E-14;1.27177E-16
711;Nickel, ion;Eau;ocean;kg;5.8309E-09;x;5.39204E-09;4.38862E-10
712;Nickel, ion;Eau;river;kg;6.03534E-08;x;5.82938E-08;2.05959E-09
713;Niobium-95;Air;low. pop.;Bq;1.83208E-09;x;1.45138E-09;3.807E-10
714;Niobium-95;Eau;river;Bq;4.39528E-05;x;4.03331E-05;3.61967E-06
715;Nitrate;Air;high. pop.;kg;2.18016E-10;x;2.07127E-10;1.08892E-11
716;Nitrate;Air;low. pop.;kg;2.8322E-09;x;2.62817E-09;2.0403E-10
717;Nitrate;Eau;groundwater;kg;1.60639E-06;x;1.48206E-06;1.2433E-07
718;Nitrate;Eau;ocean;kg;2.32915E-06;x;2.14588E-06;1.8327E-07
719;Nitrate;Eau;river;kg;3.63136E-06;x;3.31893E-06;3.12431E-07
720;Nitrite;Eau;ocean;kg;5.26404E-09;x;4.90046E-09;3.63577E-10
721;Nitrite;Eau;river;kg;1.8312E-08;x;1.79893E-08;3.22709E-10
722;Nitrobenzene;Air;high. pop.;kg;3.57691E-13;x;3.22103E-13;3.55879E-14
723;Nitrobenzene;Eau;river;kg;1.43345E-12;x;1.29083E-12;1.42616E-13
724;Nitrogen;Eau;ocean;kg;5.23351E-08;x;4.81139E-08;4.22122E-09
725;Nitrogen;Eau;river;kg;2.22676E-06;x;2.05585E-06;1.70913E-07
726;Nitrogen oxides;Air;;kg;0.000875599;x;0.000100882;0.000774717
727;Nitrogen oxides;Air;high. pop.;kg;0.000265382;x;0.000246807;1.85755E-05
728;Nitrogen oxides;Air;low. pop.;kg;0.002483999;x;0.002382128;0.000101871
729;Nitrogen oxides;Air;stratosphere + troposphere;kg;5.11301E-10;x;5.06911E-10;4.39075E-12
730;Nitrogen, organic bound;Eau;ocean;kg;3.43058E-06;x;3.30676E-06;1.23819E-07
731;Nitrogen, organic bound;Eau;river;kg;2.35995E-06;x;2.2066E-06;1.53353E-07
732;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;;kg;4.12572E-05;x;1.33588E-05;2.78984E-05
733;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;high. pop.;kg;0.001175258;x;0.001173609;1.649E-06
734;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;low. pop.;kg;0.085671474;x;0.085549084;0.00012239
735;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;stratosphere + troposphere;kg;2.4505E-11;x;2.42945E-11;2.10437E-13
736;Noble gases, radioactive, unspecified;Air;low. pop.;Bq;20071.99614;x;18685.7128;1386.283344
737;o-Xylene;Eau;;kg;2.24509E-13;x;2.14096E-13;1.0413E-14
738;Occupation, arable, non-irrigated;Brut;land;m2a;5.8366E-06;x;4.58636E-06;1.25024E-06
739;Occupation, construction site;Brut;land;m2a;7.8347E-05;x;7.19013E-05;6.44565E-06
740;Occupation, dump site;Brut;land;m2a;0.000208817;x;0.000199358;9.45854E-06
741;Occupation, dump site, benthos;Brut;land;m2a;0.000216022;x;0.000198757;1.72651E-05
742;Occupation, forest;Brut;land;m2a;x;x;x;x
743;Occupation, forest, intensive;Brut;land;m2a;5.77328E-05;x;5.48649E-05;2.86789E-06
744;Occupation, forest, intensive, normal;Brut;land;m2a;0.003370163;x;0.003237814;0.000132348
745;Occupation, forest, intensive, short-cycle;Brut;land;m2a;9.99141E-06;x;9.0201E-06;9.71305E-07
746;Occupation, industrial area;Brut;land;m2a;0.001845179;x;0.0016877;0.000157479
747;Occupation, industrial area, benthos;Brut;land;m2a;1.682E-06;x;1.53156E-06;1.50431E-07
748;Occupation, industrial area, built up;Brut;land;m2a;0.000248938;x;0.000238199;1.07388E-05
749;Occupation, industrial area, vegetation;Brut;land;m2a;0.000102777;x;9.70381E-05;5.73918E-06
750;Occupation, mineral extraction site;Brut;land;m2a;0.000207853;x;0.000190738;1.71148E-05
751;Occupation, permanent crop, fruit, intensive;Brut;land;m2a;1.43264E-05;x;1.29281E-05;1.39822E-06
752;Occupation, shrub land, sclerophyllous;Brut;land;m2a;7.69375E-06;x;7.42896E-06;2.64793E-07
753;Occupation, traffic area, rail embankment;Brut;land;m2a;3.23489E-05;x;2.35225E-05;8.82639E-06
754;Occupation, traffic area, rail network;Brut;land;m2a;3.57704E-05;x;2.60105E-05;9.75996E-06
755;Occupation, traffic area, road embankment;Brut;land;m2a;4.28238E-05;x;3.7895E-05;4.92876E-06
756;Occupation, traffic area, road network;Brut;land;m2a;0.000901988;x;0.000764522;0.000137466
757;Occupation, urban, discontinuously built;Brut;land;m2a;5.77301E-08;x;5.18303E-08;5.89975E-09
758;Occupation, water bodies, artificial;Brut;land;m2a;0.000242434;x;0.000222566;1.98677E-05
759;Occupation, water courses, artificial;Brut;land;m2a;0.000296513;x;0.000212063;8.44501E-05
760;Oil, crude;Brut;in ground;kg;0.601637769;x;0.52984147;0.071796299
761;Oils, biogenic;Sol;;kg;2.34218E-08;x;1.70311E-08;6.39064E-09
762;Oils, biogenic;Sol;forestry;kg;3.75903E-08;x;3.63078E-08;1.28254E-09
763;Oils, unspecified;Eau;;kg;3.26513E-07;x;2.93106E-07;3.34075E-08
764;Oils, unspecified;Eau;ocean;kg;0.000392816;x;0.000354483;3.83334E-05
765;Oils, unspecified;Eau;river;kg;0.002096142;x;0.001924888;0.000171254
766;Oils, unspecified;Sol;;kg;1.1923E-05;x;1.0854E-05;1.06898E-06
767;Oils, unspecified;Sol;forestry;kg;0.002607625;x;0.00239658;0.000211045
768;Oils, unspecified;Sol;industrial;kg;7.42304E-08;x;6.81481E-08;6.08229E-09
769;Olivine;Brut;in ground;kg;6.38188E-09;x;6.28607E-09;9.58062E-11
770;Orbencarb;Sol;agricultural;kg;3.53884E-11;x;3.3271E-11;2.11738E-12
771;Ozone;Air;;kg;7.19489E-07;x;6.70954E-07;4.85348E-08
772;Ozone;Air;high. pop.;kg;2.94995E-10;x;2.81844E-10;1.31506E-11
773;Ozone;Air;low. pop.;kg;2.54168E-11;x;2.50521E-11;3.64782E-13
774;PAH, polycyclic aromatic hydrocarbons;Air;;kg;1.87655E-08;x;1.73158E-08;1.44972E-09
775;PAH, polycyclic aromatic hydrocarbons;Air;high. pop.;kg;5.60649E-09;x;5.42601E-09;1.80477E-10
776;PAH, polycyclic aromatic hydrocarbons;Air;low. pop.;kg;1.31698E-08;x;1.19102E-08;1.25962E-09
777;PAH, polycyclic aromatic hydrocarbons;Eau;ocean;kg;9.69162E-08;x;8.90771E-08;7.83919E-09
778;PAH, polycyclic aromatic hydrocarbons;Eau;river;kg;1.2126E-07;x;1.06566E-07;1.46934E-08
779;Particulates, < 2.5 um;Air;;kg;7.15541E-05;x;8.36001E-06;6.31941E-05
780;Particulates, < 2.5 um;Air;high. pop.;kg;3.8078E-05;x;3.52691E-05;2.80892E-06
781;Particulates, < 2.5 um;Air;low. pop.;kg;8.83681E-05;x;8.16545E-05;6.71359E-06
782;Particulates, < 2.5 um;Air;stratosphere + troposphere;kg;1.38786E-12;x;1.37594E-12;1.19181E-14
783;Particulates, > 10 um;Air;;kg;1.51077E-05;x;1.8579E-06;1.32498E-05
784;Particulates, > 10 um;Air;high. pop.;kg;1.52988E-05;x;1.39778E-05;1.32092E-06
785;Particulates, > 10 um;Air;low. pop.;kg;9.9421E-05;x;9.25653E-05;6.85572E-06
786;Particulates, > 2.5 um, and < 10um;Air;;kg;1.65939E-05;x;1.8525E-06;1.47414E-05
787;Particulates, > 2.5 um, and < 10um;Air;high. pop.;kg;6.54933E-06;x;6.19734E-06;3.51987E-07
788;Particulates, > 2.5 um, and < 10um;Air;low. pop.;kg;4.4943E-05;x;4.22679E-05;2.67501E-06
789;Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground;Brut;in ground;kg;8.74791E-09;x;8.68402E-09;6.38872E-11
790;Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground;Brut;in ground;kg;2.10228E-08;x;2.08692E-08;1.53534E-10
791;Peat;Brut;biotic;kg;4.50904E-05;x;4.50546E-05;3.58256E-08
792;Pentane;Air;;kg;1.27757E-10;x;1.21831E-10;5.92545E-12
793;Pentane;Air;high. pop.;kg;4.43165E-05;x;3.89589E-05;5.35759E-06
794;Pentane;Air;low. pop.;kg;7.31087E-08;x;6.85086E-08;4.60005E-09
795;Phenol;Air;;kg;2.42969E-10;x;2.38892E-10;4.07665E-12
796;Phenol;Air;high. pop.;kg;1.6341E-09;x;1.59993E-09;3.41656E-11
797;Phenol;Air;low. pop.;kg;6.06374E-09;x;5.65768E-09;4.06055E-10
798;Phenol;Eau;;kg;2.95683E-08;x;2.94858E-08;8.25202E-11
799;Phenol;Eau;ocean;kg;1.52886E-06;x;1.40518E-06;1.2368E-07
800;Phenol;Eau;river;kg;2.04993E-06;x;1.80208E-06;2.47851E-07
801;Phenol, 2,4-dichloro-;Air;high. pop.;kg;3.98464E-14;x;3.56626E-14;4.1838E-15
802;Phenol, pentachloro-;Air;high. pop.;kg;3.34511E-13;x;3.15137E-13;1.93741E-14
803;Phenol, pentachloro-;Air;low. pop.;kg;5.61958E-10;x;5.26431E-10;3.55271E-11
804;Phosphate;Eau;groundwater;kg;3.69786E-05;x;3.50554E-05;1.92323E-06
805;Phosphate;Eau;ocean;kg;3.55233E-07;x;3.26065E-07;2.91682E-08
806;Phosphate;Eau;river;kg;1.97319E-07;x;1.89154E-07;8.16491E-09
807;Phosphine;Air;high. pop.;kg;6.57136E-14;x;6.50322E-14;6.81413E-16
808;Phosphorus;Brut;in ground;kg;3.25698E-06;x;2.98904E-06;2.67949E-07
809;Phosphorus;Air;;kg;3.15669E-11;x;3.12783E-11;2.88601E-13
810;Phosphorus;Air;high. pop.;kg;9.52189E-09;x;9.09804E-09;4.2385E-10
811;Phosphorus;Air;low. pop.;kg;3.39034E-10;x;3.12142E-10;2.68919E-11
812;Phosphorus;Eau;;kg;2.95682E-08;x;2.94857E-08;8.25053E-11
813;Phosphorus;Eau;groundwater;kg;6.25067E-11;x;5.64353E-11;6.07141E-12
