"idp","XCOORD","YCOORD","xl93","yl93","dc","dep"
751796,1.614338,46.180445,593076,6565651,0,"23"
751825,5.796926,46.760215,913386,6632880,0,"39"
751835,5.467815,49.217454,879748,6904982,8,"55"
751869,5.736566,47.050176,907666,6664904,0,"39"
751923,0.484845,46.635564,507585,6618320,0,"86"
751939,3.061817,47.889705,704579,6754570,0,"89"
751964,3.843257,49.033171,761621,6882005,0,"51"
751988,2.441111,45.031173,655944,6437238,0,"15"
752065,4.949658,49.283792,841825,6911303,0,"8"
752097,5.567598,47.307142,893918,6693001,8,"70"
752156,-0.347564,43.397298,428706,6261305,0,"64"
752158,0.361568,42.855417,484130,6198914,0,"65"
752168,6.95782,47.764424,996319,6748077,0,"68"
752185,1.230972,49.756265,572412,6963552,0,"76"
752260,2.00939,45.1027,622045,6445515,0,"19"
752319,3.477948,46.105021,736878,6556449,0,"3"
752321,5.672057,48.132344,898704,6784894,8,"52"
752364,4.899209,47.719867,842336,6737410,0,"21"
752404,5.879704,47.622132,916209,6728783,0,"70"
752438,2.846318,47.728949,688439,6736718,0,"45"
752479,2.068319,48.682865,631372,6843128,9,"75"
752493,1.414228,48.823402,583539,6859518,0,"28"
752530,3.334898,46.772201,725514,6630485,0,"58"
752545,3.718501,47.434004,754116,6704186,0,"89"
752560,0.065384,48.535527,483359,6830369,0,"61"
752624,1.568944,47.565638,592363,6719538,0,"41"
752694,6.401566,48.523472,951062,6830413,8,"54"
752716,0.5311,48.38168,517186,6812100,0,"61"
752732,3.133619,47.331559,710050,6692568,0,"58"
752733,4.861445,47.486721,840116,6711448,0,"21"
752771,0.83295,43.042789,523251,6218568,7,"31"
752792,2.110122,45.318846,630238,6469424,0,"19"
752883,2.52101,46.182604,663012,6565065,0,"23"
752929,1.914613,47.549417,618326,6717322,0,"41"
752953,1.832168,47.836901,612598,6749347,0,"45"
752989,2.742853,48.143042,680833,6782751,0,"77"
753013,6.486711,47.890233,960450,6760379,8,"88"
753034,2.902716,48.016482,692706,6768660,0,"45"
753035,3.60088,48.064988,744717,6774216,8,"89"
753073,6.08471,47.507643,932093,6716655,0,"70"
753081,3.809965,47.864669,760519,6752097,0,"89"
753103,3.87439,48.241595,764872,6794032,9,"10"
753127,-0.89665,49.196756,416030,6906877,8,"50"
753141,5.21497,47.640496,866249,6729212,0,"52"
753155,2.313531,46.740564,647547,6627145,8,"18"
753185,5.377993,45.835751,884520,6529214,0,"38"
753218,0.615603,48.275027,523082,6800059,0,"61"
753227,1.839939,42.746792,604872,6183926,0,"9"
753287,3.828066,47.558594,762229,6718107,8,"89"
753332,3.520809,48.083817,738739,6776266,0,"89"
753459,1.574125,49.058207,595748,6885401,9,"75"
753466,3.633465,48.29845,746936,6800180,0,"10"
753562,5.686117,46.241226,906894,6574983,0,"1"
753572,6.166148,49.377073,929888,6924539,0,"57"
753588,1.93632,42.660985,612643,6174272,0,"9"
753597,4.619271,48.031591,820643,6771572,0,"10"
753635,0.651559,48.833031,527593,6861983,8,"27"
753701,-0.457286,44.635972,425845,6399189,9,"33"
753713,-1.478133,48.15375,367130,6793350,0,"35"
753739,5.909932,48.071334,916639,6778744,9,"88"
753751,0.506082,46.779896,509715,6634290,3,"86"
753763,2.496786,46.758441,661551,6629025,0,"18"
753779,6.052279,46.662135,933283,6622717,8,"39"
753791,2.83615,46.649503,687428,6616817,0,"3"
753807,-3.343435,48.222454,229362,6810458,0,"22"
753843,2.972074,47.09866,697841,6666690,0,"18"
753864,6.422658,45.676486,966322,6514522,0,"73"
753869,2.419512,47.586131,656329,6721000,0,"18"
753892,6.221087,46.098015,948735,6560634,8,"74"
753930,2.154858,47.226214,636010,6681200,0,"18"
754020,4.498114,45.730105,816464,6515808,0,"69"
754085,4.047499,46.115837,780855,6558075,0,"42"
754110,0.619552,45.683771,514699,6512350,8,"24"
754141,2.289164,44.707405,643654,6401375,0,"15"
754203,3.458352,46.411144,735167,6590435,0,"3"
754240,-0.118138,44.95001,454097,6432923,0,"33"
754247,-0.105682,44.086536,451307,6337040,0,"40"
754263,6.861934,48.830871,983350,6866111,0,"57"
754294,4.242686,48.002347,792630,6767814,0,"10"
754295,4.360655,46.884636,803566,6643811,0,"71"
754303,0.033634,43.729816,460967,6297001,0,"32"
754308,-0.475488,46.507892,433550,6606941,0,"79"
754338,-2.059076,47.376767,318481,6709806,0,"44"
754358,5.908644,45.081686,928772,6446907,0,"38"
754386,6.044993,48.463194,925012,6822643,8,"54"
754425,3.47339,47.13079,735843,6670366,0,"58"
754473,-0.190487,47.666652,460583,6734622,0,"72"
754486,-1.236228,43.407463,356820,6265891,9,"64"
754539,7.525424,48.101009,1036635,6787699,8,"68"
754551,1.954369,45.714262,618617,6513482,0,"19"
754575,5.909848,46.090285,924740,6558843,0,"74"
754728,-0.650351,48.735513,431593,6854781,0,"61"
754738,0.044634,48.391224,481228,6814397,0,"61"
754750,4.819827,47.163633,837810,6675495,0,"21"
754792,4.843954,46.551045,841226,6607519,0,"71"
754802,5.778792,46.886833,911508,6646885,9,"39"
754820,2.444571,46.830477,657622,6637052,0,"18"
754844,6.632972,48.371229,968911,6814269,8,"88"
754874,-0.91626,48.638561,411525,6844952,0,"50"
754937,2.419093,47.316283,656077,6691024,0,"18"
754951,3.264369,47.240616,719958,6682491,0,"58"
754971,-1.188077,43.427041,360832,6267856,0,"64"
754979,1.134793,47.957729,560755,6763771,8,"41"
754993,6.232872,48.07905,940638,6780536,0,"88"
755012,5.843156,47.875312,912453,6756795,0,"70"
755100,5.543325,49.107545,885641,6892938,0,"55"
755158,1.155419,42.849188,549038,6196378,0,"9"
755165,0.294348,43.375422,480614,6256881,0,"65"
755207,3.894904,48.025476,766667,6770033,9,"10"
755219,3.927454,49.103983,767685,6889949,0,"51"
755223,5.697191,46.421001,907065,6594965,0,"39"
755227,5.639053,45.036028,907742,6441094,0,"38"
755243,3.853817,49.392489,761961,6921979,0,"2"
755249,4.623181,48.12148,820729,6781565,0,"10"
755273,3.349896,48.966472,725578,6874315,0,"2"
755302,1.407785,49.182836,583872,6899492,0,"27"
755317,4.161618,49.531975,784083,6937782,8,"8"
755360,5.263883,46.595042,873249,6613240,8,"71"
755417,-0.399682,47.589919,444530,6726760,0,"49"
755443,1.707153,47.116683,601937,6669494,0,"36"
755454,1.459241,49.380889,588053,6921445,0,"27"
755492,1.190109,49.109057,567816,6891630,0,"27"
755512,3.8634,46.010483,766766,6546204,0,"42"
755513,2.176286,44.49145,634463,6377475,0,"12"
755526,6.589184,47.832502,968392,6754314,0,"70"
755539,0.484131,48.183099,513007,6790150,0,"72"
755576,2.845883,44.904121,687794,6422983,0,"15"
755631,-0.045261,45.617604,462699,6506785,0,"16"
755635,4.332414,46.831134,801516,6637833,8,"71"
755658,4.770596,46.660643,835334,6619559,8,"71"
755670,4.708782,47.039973,829697,6661575,0,"21"
755698,2.842883,47.369177,688102,6696750,8,"18"
755711,-0.98123,45.395678,388589,6485415,0,"33"
755712,2.823287,48.124753,686811,6780702,0,"45"
755751,2.8072,49.329263,685941,6914627,8,"60"
755754,1.790072,46.739259,607581,6627480,0,"36"
755794,2.981578,44.59761,698497,6388926,0,"12"
755799,1.476816,49.973767,590602,6987389,0,"76"
755861,1.371276,49.667657,582323,6953475,0,"76"
755887,5.047142,49.047885,849597,6885252,8,"55"
755918,4.220215,47.372943,792035,6697868,0,"21"
755930,5.765255,47.499524,908095,6714863,3,"70"
756016,2.229623,49.455907,644085,6928972,0,"60"
756036,4.613468,47.275882,821926,6687621,0,"21"
756048,6.137755,48.622242,931162,6840578,0,"54"
756052,6.878118,48.704207,985228,6852103,8,"57"
756077,5.529774,47.560254,890161,6721012,0,"70"
756080,4.647664,49.900986,818421,6979468,0,"8"
756109,7.559177,48.982427,1033489,6885664,0,"57"
756192,2.772887,45.282245,682153,6464992,0,"15"
756296,-1.779227,47.531184,340594,6725614,0,"44"
756373,2.038391,49.168095,629826,6897109,0,"75"
756405,2.91554,49.185039,693801,6898570,8,"60"
756443,4.581768,45.890471,822612,6533740,0,"69"
756465,-1.063494,48.814363,401696,6865020,0,"14"
756470,4.740984,47.759239,830380,6741510,0,"21"
756506,-0.287267,48.546219,457394,6832582,0,"61"
756551,3.116888,47.997269,708677,6766527,0,"45"
756567,0.238434,44.90336,482019,6426698,0,"24"
756571,1.347107,42.944471,564941,6206624,0,"9"
756585,2.743546,48.232961,680917,6792744,8,"77"
756614,3.574906,48.101239,742753,6778230,0,"89"
756622,4.232636,46.976818,793659,6653888,0,"71"
756625,3.495425,45.708938,738504,6512473,0,"63"
756704,5.324625,44.144961,885907,6341378,0,"84"
756785,6.015601,46.122911,932767,6562770,0,"74"
756895,2.402055,44.167834,652142,6341363,0,"12"
756931,1.779508,50.298662,612891,7023185,0,"80"
756945,3.0919,48.123328,706797,6780533,0,"89"
756988,-1.350193,48.247854,377205,6803261,8,"35"
756994,6.380247,45.623978,963273,6508554,0,"73"
757006,-0.133119,44.715706,451884,6406966,0,"33"
757074,5.934487,48.430607,916983,6818714,0,"54"
757085,3.980818,47.340611,774016,6694025,0,"89"
757100,1.754906,43.932531,599981,6315826,7,"81"
757115,3.579675,47.16568,743871,6674295,8,"58"
757131,5.325547,49.131167,869669,6895074,0,"55"
757242,5.836681,48.181559,910747,6790787,8,"88"
757260,1.24883,46.321486,565234,6581870,0,"87"
757275,3.991009,44.677016,778498,6398239,0,"7"
757295,5.136121,47.660415,860271,6731261,0,"52"
757378,1.030808,47.830691,552644,6749848,0,"41"
757427,4.551292,46.413105,819109,6591721,0,"71"
757441,2.082864,42.927295,625016,6203736,0,"11"
757448,4.807392,46.893882,837554,6645520,0,"71"
757488,1.753977,44.022431,600064,6325815,0,"81"
757656,-2.599527,47.769514,280885,6756079,0,"56"
757689,5.478784,49.396986,879920,6924969,0,"54"
757702,0.81067,48.978992,539718,6877872,0,"27"
757716,5.408864,48.229513,878805,6795058,8,"52"
757914,3.195514,47.888793,714571,6754485,9,"89"
757927,0.882965,49.321394,546029,6915798,8,"76"
757981,3.332593,48.067581,724732,6774386,0,"89"
758032,3.004696,47.602228,700312,6722628,0,"89"
758087,0.729044,45.451433,522476,6486308,0,"24"
758218,1.960641,48.556725,623261,6829205,0,"75"
758244,2.549228,46.776352,665565,6630990,9,"18"
758280,7.310465,48.957039,1015467,6881823,0,"57"
758395,6.302193,47.572457,948149,6724511,8,"70"
758417,4.204543,46.167343,792895,6563967,0,"42"
758537,0.93999,46.210118,541156,6570080,0,"87"
758545,1.349492,42.923028,565086,6204236,0,"9"
758567,-1.150047,47.263672,386296,6693263,0,"49"
758570,1.197649,47.526602,564352,6715774,0,"41"
758591,2.962628,46.289,697082,6576769,8,"3"
758592,1.494716,48.895906,589601,6867463,8,"28"
758621,5.386689,47.384072,879998,6701114,0,"21"
758657,0.015321,44.179134,461379,6346947,0,"47"
758699,5.230276,45.965695,872651,6543304,0,"1"
758733,-0.022177,45.078086,462204,6446843,8,"33"
758786,3.482326,45.07928,737912,6442541,0,"43"
758848,5.646009,46.008277,904672,6549024,0,"1"
758855,1.500527,48.536393,589268,6827491,0,"28"
758922,2.862374,49.347002,689956,6916592,0,"60"
758933,2.961865,48.483752,697141,6820589,8,"77"
759016,3.234032,47.006953,717740,6656530,0,"58"
759028,0.455953,48.218622,511041,6794163,0,"72"
759038,2.663463,48.341108,675022,6804786,0,"77"
759053,-1.174341,44.813487,370083,6421626,0,"33"
759068,-1.069532,48.076312,397027,6783112,0,"35"
759122,1.191598,46.572868,561471,6609879,0,"36"
759126,6.281095,48.005401,944566,6772507,0,"88"
759183,1.010534,48.639799,553393,6839782,9,"28"
759195,1.935004,44.85059,615817,6417593,0,"46"
759261,2.627702,46.758183,671543,6628941,9,"18"
759263,7.036587,48.049558,1000593,6780017,0,"68"
759334,2.128305,47.262156,634045,6685214,0,"18"
759348,6.303546,49.372612,939881,6924452,0,"57"
759355,1.06487,47.52522,554360,6715857,0,"41"
759368,5.15847,46.075546,866759,6555344,0,"1"
759511,7.957978,48.874193,1063382,6875410,0,"67"
759545,4.179054,47.715495,788361,6735872,0,"89"
759547,4.467008,46.918712,811593,6647740,0,"71"
759562,5.878872,49.206012,909729,6904724,0,"54"
759577,-0.667283,48.087302,427004,6782865,0,"53"
759585,0.573288,49.532888,524242,6939965,0,"76"
759620,3.120896,48.267018,708930,6796505,0,"89"
759625,2.39139,46.092779,652937,6555159,0,"23"
759647,3.817513,48.134407,760773,6782075,0,"10"
759660,6.887173,47.875312,990427,6760120,8,"88"
759671,6.80013,48.112855,982658,6786169,8,"88"
759781,2.20405,43.376736,635422,6253594,0,"11"
759793,3.078218,49.058342,705676,6884478,0,"77"
759810,3.513196,44.737127,740588,6404555,9,"48"
759835,1.446714,42.959809,573110,6208164,8,"9"
759868,-0.439998,43.269075,420600,6247387,9,"64"
759961,6.017644,44.807985,938504,6416852,0,"5"
759965,3.567822,48.946448,741550,6872181,8,"2"
759967,5.054369,47.104329,855744,6669346,0,"21"
759973,4.706952,48.191778,826792,6789507,9,"10"
760010,3.059355,47.709837,704410,6734585,0,"89"
760021,3.224676,48.03247,716705,6770456,8,"89"
760062,-0.308764,44.693636,437882,6405084,0,"33"
760076,2.071532,48.053529,630786,6773179,8,"45"
760099,6.79439,47.410445,985980,6708196,0,"25"
760123,0.278789,47.243992,494159,6686379,0,"37"
760179,-0.315766,43.775787,433047,6303225,8,"40"
760204,-1.358434,47.599382,372619,6731348,0,"44"
760218,3.259708,46.970758,719704,6652516,0,"58"
760237,4.057491,48.077172,778709,6775927,0,"10"
760250,1.752102,50.244687,610841,7017205,8,"80"
760272,4.765995,47.722728,832344,6737496,8,"21"
760315,4.90427,46.171624,846862,6565505,8,"1"
760330,3.848495,46.406624,765140,6590181,0,"3"
760349,2.302316,43.862169,643866,6307467,0,"81"
760362,4.15446,50.106905,782629,7001762,8,"59"
760387,4.54659,45.657155,820392,6507781,0,"69"
760391,2.314258,45.03122,645954,6437322,0,"15"
760408,0.323397,43.250122,482496,6242880,0,"65"
760421,6.383756,47.245389,955832,6688471,9,"25"
760437,1.069144,47.345343,554193,6695873,0,"37"
760470,2.45065,49.707376,660310,6956820,0,"80"
760536,2.28724,46.866509,645666,6641150,8,"18"
760562,6.080979,48.21003,928768,6794629,0,"88"
760681,5.487534,49.091044,881627,6890974,8,"55"
760735,3.915898,44.696112,772521,6400288,0,"7"
760740,6.622153,47.579095,972147,6726302,8,"70"
760798,4.289284,49.260403,793821,6907716,0,"51"
760841,0.490975,46.455671,507419,6598337,0,"86"
760861,-3.333742,48.132776,229281,6800466,0,"56"
760923,6.017644,44.807985,938504,6416852,0,"5"
760944,1.00415,44.645378,541709,6396232,9,"24"
760949,4.185322,47.895321,788531,6755857,8,"89"
761068,0.484494,47.409438,510296,6704232,0,"37"
761120,-3.20196,47.904689,237065,6774421,0,"56"
761125,6.707705,47.647972,978212,6734244,0,"70"
761130,2.826637,48.484388,687148,6820673,0,"77"
761176,5.799524,48.434644,906990,6818800,0,"88"
761184,2.623909,43.574154,669569,6275284,0,"81"
761193,1.461222,46.035405,580953,6549766,9,"87"
761253,0.55489,46.888646,513811,6646246,0,"86"
761261,0.691325,48.437985,529227,6817997,7,"61"
761357,0.687545,42.986741,511215,6212675,0,"31"
761371,5.653218,46.980576,901602,6656962,9,"39"
761417,4.362582,49.726422,798262,6959650,8,"8"
761539,5.769366,45.914529,914577,6538947,0,"1"
761570,3.508798,47.544266,738231,6716312,0,"58"
761592,4.738669,50.060889,824571,6997406,0,"8"
761605,4.724037,47.97552,828586,6765508,0,"21"
761611,0.41314,49.386684,512117,6924075,0,"27"
761659,-1.03286,43.306085,372703,6253774,0,"64"
761688,2.854875,44.508338,688423,6379020,0,"12"
761714,5.698718,46.02472,908686,6550987,0,"1"
761720,7.426205,48.465764,1026990,6827757,0,"67"
761759,2.67401,45.786385,674632,6521005,0,"63"
761789,2.420807,48.395475,657086,6810933,0,"75"
761801,-0.566916,48.215804,435114,6796789,9,"53"
761845,3.920634,47.989153,768632,6766019,0,"10"
761852,4.090415,49.065748,779643,6885849,0,"51"
761861,5.205633,46.974627,867614,6655255,0,"71"
761894,6.110522,46.371986,939002,6590693,8,"1"
761914,2.202441,49.312141,641952,6912998,0,"60"
761928,4.200994,49.854763,786388,6973744,0,"2"
761930,4.812635,49.8618,830380,6975367,0,"8"
761942,2.62301,43.394417,669401,6255307,0,"34"
761991,5.376044,49.057957,873598,6887045,0,"55"
762015,0.39108,49.242538,509986,6908101,0,"27"
762016,-1.447378,49.594333,378431,6953159,0,"50"
762057,6.150918,48.801799,931335,6860564,9,"54"
762060,0.209072,44.344998,477511,6364796,0,"47"
762126,2.986025,46.072933,698879,6552774,0,"63"
762139,3.51271,46.518574,739265,6602391,0,"3"
762143,4.038593,49.982869,774514,6987838,9,"2"
762144,4.056722,47.231528,779909,6681983,0,"58"
762151,5.807747,47.336189,911937,6696843,0,"70"
762157,4.28037,47.569901,796219,6719817,0,"21"
762180,1.567427,49.507388,596165,6935369,0,"76"
762183,4.286962,47.749726,796389,6739801,0,"89"
762189,2.92163,44.885761,693771,6420935,0,"15"
762195,4.127824,50.143213,780664,7005777,8,"59"
762209,1.356721,48.98473,579691,6877540,8,"27"
762256,5.892085,46.613199,921242,6616825,0,"39"
762257,0.482899,44.403941,499537,6370607,0,"47"
762268,2.499232,47.568056,662308,6718951,0,"45"
762285,5.219598,48.216315,864798,6793180,0,"52"
762294,-0.413085,42.964105,421319,6213417,0,"64"
762405,5.461735,47.760132,884355,6743046,0,"52"
762411,-0.898493,43.54406,384903,6279646,0,"64"
762425,1.383235,47.546268,578358,6717656,8,"41"
762522,4.07135,50.12607,776649,7003812,9,"59"
762534,2.745639,48.502675,681169,6822722,0,"77"
762565,5.921425,45.477507,928151,6490873,0,"73"
762616,3.562052,45.240372,744058,6460473,0,"43"
762641,7.751748,48.991854,1047497,6887541,8,"67"
762670,3.019715,48.771093,701408,6852533,0,"77"
762749,6.142181,44.407586,950113,6372795,0,"4"
762790,3.479535,44.323751,738202,6358620,0,"48"
762838,2.757962,50.029942,682600,6992615,0,"80"
762887,3.390291,45.584011,730393,6498554,0,"63"
762896,4.086603,46.529195,783243,6604016,0,"71"
762917,5.476599,48.911458,881455,6870987,0,"55"
762980,2.601692,46.794238,669578,6632955,0,"18"
762996,1.611949,46.360378,593243,6585633,0,"23"
763002,2.978636,45.443186,698289,6482840,0,"63"
763068,0.980753,43.008823,535204,6214473,0,"31"
763088,2.186673,45.300986,636215,6467376,0,"19"
763188,0.860657,42.917391,525132,6204568,0,"9"
763224,-0.719451,48.985593,427826,6882795,0,"14"
763332,1.933703,45.030486,615984,6437573,0,"19"
763393,3.435387,50.420657,730945,7036186,8,"59"
763403,2.446215,47.640079,658378,6726979,0,"45"
763450,3.24008,47.366757,718078,6696497,0,"58"
763481,3.049292,44.974958,703845,6430840,0,"15"
763570,3.57657,44.178804,746058,6342569,0,"48"
763585,6.325538,48.237995,946789,6798471,0,"88"
763624,1.836248,50.227111,616821,7015156,0,"80"
763775,2.883743,48.771794,691415,6852617,0,"77"
763785,3.231878,44.505922,718392,6378768,0,"48"
763811,2.401653,43.808214,651807,6301406,0,"81"
763839,0.589395,43.398589,504604,6258680,0,"32"
763849,3.631739,44.951692,749782,6428454,0,"43"
763875,0.369353,45.499666,494553,6492534,0,"16"
763892,3.514773,47.814053,738485,6746288,0,"89"
763913,1.876843,48.844067,617532,6861233,0,"75"
763918,0.166573,44.146264,473333,6342852,9,"47"
763920,1.61729,49.884891,600513,6977311,8,"76"
763968,7.43178,49.077986,1023583,6895744,0,"57"
764027,2.365139,45.319079,650218,6469257,8,"15"
764047,5.138887,48.722024,857283,6849208,8,"55"
764067,3.362227,48.211207,726866,6790357,0,"89"
764117,0.568413,48.076464,518903,6778109,0,"72"
764134,-1.787636,47.29669,338384,6699651,0,"44"
764145,-1.389908,43.1144,342574,6234042,0,"64"
764198,7.299808,48.561217,1017083,6837836,0,"67"
764221,6.228054,47.286772,943877,6692571,0,"25"
764260,4.650003,47.509131,824146,6713583,0,"21"
764331,5.773056,46.796958,911422,6636894,0,"39"
764344,1.702912,47.476493,602272,6709462,0,"41"
764403,4.646093,47.419221,824060,6703591,0,"21"
764411,2.806438,46.235767,685043,6570875,0,"3"
764447,-1.452233,47.794458,366803,6753380,8,"44"
764490,1.154743,42.798879,548852,6190786,0,"9"
764540,7.262298,47.589728,1020144,6729883,0,"68"
764557,4.185648,47.139558,789816,6671907,0,"21"
764617,5.28379,47.44075,872056,6707178,8,"21"
764668,-2.037181,48.080206,325112,6787697,0,"35"
764680,6.973337,47.33132,999900,6700081,0,"25"
764734,4.663179,47.2029,825854,6679594,0,"21"
764737,-0.206136,43.544595,440824,6277188,0,"64"
764787,0.314993,44.886796,487996,6424651,9,"24"
764796,3.52773,44.826921,741672,6414536,8,"43"
764904,3.416693,46.933401,731661,6648418,0,"58"
764925,-0.365426,43.252985,426576,6245339,0,"64"
764960,5.683496,48.312009,898876,6804879,0,"88"
764966,0.497588,43.954496,499124,6320661,0,"32"
765069,1.746864,50.693269,611260,7067178,0,"62"
765141,3.927355,47.32336,770002,6692060,0,"58"
765170,-1.42572,48.173438,371144,6795315,0,"35"
765200,4.795112,47.200156,835846,6679508,8,"21"
765214,-0.933325,46.747782,399809,6635196,0,"85"
765271,2.54174,44.797168,663718,6411197,0,"15"
765277,4.769876,48.388393,830977,6811457,8,"52"
765284,-1.599381,43.304827,326772,6256147,0,"64"
765344,3.025678,49.220398,701830,6902500,8,"60"
765350,0.829006,48.3499,539137,6807921,0,"61"
765409,5.95177,47.115654,923721,6672760,0,"25"
765420,1.083687,48.982171,559705,6877706,8,"27"
765426,-0.990558,43.001646,374423,6219796,0,"64"
765474,2.740091,47.783332,680496,6742781,8,"45"
765482,0.982452,47.632242,548464,6727898,9,"41"
765537,1.829275,45.353903,608293,6473604,0,"19"
765544,4.889403,49.177217,837725,6899345,0,"51"
765592,2.469158,46.164688,658999,6563101,0,"23"
765600,5.3967,45.709192,886398,6515210,0,"38"
765608,2.847522,45.084019,687962,6442963,8,"15"
765618,-0.731027,45.492871,408652,6495241,0,"17"
765707,2.416941,45.876834,654734,6531164,0,"23"
765739,6.113526,47.164497,935763,6678652,7,"25"
765840,-1.241836,43.497242,356902,6275880,0,"64"
765881,6.039629,48.769328,923306,6856636,0,"54"
765891,0.506004,48.327335,515138,6806121,0,"61"
765903,5.867165,48.234647,912797,6796765,8,"88"
765914,5.029014,49.749381,846267,6963237,0,"8"
765938,4.051635,47.897359,778539,6755942,8,"89"
765993,4.411578,45.47975,810232,6487886,0,"42"
766066,0.429466,43.018395,490272,6216844,0,"65"
766071,7.390414,48.935663,1021445,6879772,8,"67"
766076,2.676784,46.236229,675052,6570959,0,"3"
766166,5.669622,45.971556,906636,6545010,0,"1"
766207,3.982752,49.121204,771699,6891913,0,"51"
766233,9.172058,42.023707,1211651,6122787,0,"2A"
766268,6.316282,47.049578,951646,6666524,8,"25"
766319,-0.519011,48.32494,439209,6808747,0,"53"
766414,2.416561,45.60693,654483,6501192,0,"19"
766478,-3.704591,47.84366,199062,6770730,0,"29"
766563,3.994768,47.790234,774440,6743985,0,"89"
766569,-0.413709,43.233786,422564,6243375,0,"64"
766600,4.698879,48.012017,826622,6769522,8,"21"
766642,1.737931,46.721002,603568,6625515,0,"36"
766643,3.953594,46.441176,773167,6594110,0,"3"
766768,5.70961,47.879247,902461,6756881,8,"52"
766774,0.57456,45.485099,510521,6490404,0,"24"
766843,4.946208,48.13273,844728,6783358,8,"52"
766852,5.843629,47.479171,914073,6712813,0,"70"
766937,-3.096241,48.180078,247300,6804318,0,"56"
766974,2.628186,46.848153,671627,6638933,0,"18"
767011,-0.005396,47.094577,472045,6670574,0,"86"
767076,5.956396,45.620471,930287,6506840,0,"73"
767077,3.805719,46.749127,761466,6628182,0,"58"
767088,5.425062,47.130988,883755,6673103,0,"39"
767142,1.943699,50.801676,625353,7079055,0,"62"
767171,4.474143,47.098567,811763,6667723,0,"21"
767173,0.571425,47.986558,518820,6768116,9,"72"
767196,7.386441,47.494267,1030049,6719805,8,"68"
767247,4.023179,47.843796,776490,6749963,0,"89"
767248,-1.268777,43.532333,354936,6279892,0,"40"
767273,2.61971,45.228766,670115,6459099,0,"15"
767310,4.014451,45.882359,778636,6532116,0,"42"
767321,1.88621,47.765174,616528,6741320,0,"45"
767353,6.949991,47.674642,996232,6738085,0,"90"
767400,2.157264,46.506506,635339,6601268,0,"36"
767456,1.515953,44.110812,581168,6335963,0,"82"
767531,1.939437,47.783356,620542,6743285,0,"45"
767533,2.713019,47.729463,678447,6736803,0,"45"
767583,0.822902,45.758681,530750,6520209,0,"87"
767681,5.005371,48.239363,848827,6795315,0,"52"
767766,2.99577,46.882617,699637,6642694,8,"18"
767973,5.106694,47.607122,858221,6725283,0,"21"
768001,3.376472,48.930296,727543,6870301,8,"2"
768032,0.429198,45.248739,498317,6464528,0,"24"
768092,-3.961387,47.974419,181205,6786863,9,"29"
768107,3.46771,46.860931,735590,6640391,8,"58"
768122,5.510734,47.686798,888283,6735018,8,"52"
768349,2.211017,45.804811,638682,6523305,0,"23"
768377,3.618387,48.784119,745395,6854159,0,"51"
768414,5.939933,47.332142,921929,6696757,9,"25"
768417,0.382079,45.13994,494222,6452573,0,"24"
768498,4.655387,47.023055,825683,6659610,0,"21"
768533,-2.306816,48.394087,307419,6823817,0,"22"
768590,6.242056,48.564845,939105,6834513,0,"54"
768597,-0.786959,43.313507,392681,6253610,0,"64"
768620,1.163195,45.474839,556460,6488024,0,"87"
768662,-2.224393,48.379287,313398,6821769,0,"22"
768696,-0.731813,42.973422,395366,6215629,0,"64"
768899,1.816063,42.692794,602825,6177950,0,"9"
768902,2.796739,48.160829,684846,6784716,0,"45"
768918,6.546343,48.302328,962846,6806327,0,"88"
768994,7.200759,47.790573,1014339,6751918,0,"68"
768996,3.275419,47.870192,720550,6752436,0,"89"
768998,6.349864,47.498769,952077,6716483,9,"25"
769010,0.381283,48.055499,504897,6776226,0,"72"
769041,4.782264,49.808518,828329,6969388,8,"8"
769122,0.676666,49.749949,532436,6963885,0,"76"
769359,3.752895,46.731791,757452,6626217,0,"71"
769382,2.781526,46.361825,683162,6584879,0,"3"
769462,5.517008,46.011982,894682,6549109,0,"1"
769470,6.204349,48.422074,936969,6818542,0,"54"
769494,-2.650269,48.307986,281372,6816034,0,"22"
769508,7.616844,48.475411,1040997,6829634,8,"67"
769541,2.552154,44.221593,664179,6347256,0,"12"
769573,2.826391,45.569903,686418,6496927,0,"63"
769601,4.322388,47.983027,798609,6765764,0,"10"
769617,-0.545524,43.410165,412740,6263434,9,"64"
769621,1.925054,46.2,617071,6567449,0,"23"
769627,2.988464,48.447647,699106,6816575,0,"77"
769647,4.99619,49.120957,845668,6893281,0,"55"
769663,6.37045,49.17248,945687,6902415,0,"57"
769677,2.572509,46.110535,666941,6557039,0,"63"
769692,1.876049,48.933944,617616,6871227,0,"75"
769825,6.243681,47.862596,942430,6756537,0,"70"
769836,2.653138,46.632167,673423,6614937,9,"3"
769856,3.408136,44.522326,732394,6380647,0,"48"
769888,9.211608,41.949068,1215576,6114762,0,"2A"
769903,5.129238,48.542357,857112,6829222,0,"52"
769928,2.475571,48.683093,661352,6842877,0,"75"
770028,5.660819,49.230239,893756,6906860,8,"55"
770032,6.989989,49.041996,991553,6890026,8,"57"
770066,-0.368778,43.846433,429117,6311249,0,"40"
770071,3.896703,47.17982,767868,6676090,9,"58"
770090,3.431252,46.357419,733118,6584457,0,"3"
770113,3.594236,48.910223,743515,6868167,8,"51"
770128,0.019672,44.683041,463839,6402872,9,"33"
770131,5.440605,46.032123,888704,6551159,0,"1"
770138,1.081982,45.671904,550648,6510053,0,"87"
