"idp","xl93","yl93","dc","dep"
134644,654073,6333354,NA,"12"
134672,698435,6618723,NA,"3"
134673,971200,6732306,8,"70"
134674,397872,6277542,NA,"64"
134705,782974,6689951,NA,"58"
134715,501402,6716297,NA,"37"
134747,942757,6678591,8,"25"
134758,781616,6530092,NA,"42"
134782,930114,6602760,8,"39"
134790,470254,6332888,NA,"47"
134791,471162,6442773,NA,"24"
134798,649474,6261468,NA,"81"
134813,693748,6536831,NA,"63"
134837,537052,6196478,NA,"9"
134841,397544,6237587,8,"64"
134858,524761,6881994,NA,"27"
134926,851466,6753321,8,"52"
134929,700653,6644684,8,"18"
134934,700713,6888518,NA,"60"
134950,345881,6271974,8,"64"
134962,676038,6806776,NA,"77"
135057,538317,6846303,NA,"27"
135070,688023,6568852,NA,"63"
135085,650913,6908925,NA,"60"
135157,919190,6726759,NA,"70"
135191,824733,6899457,NA,"51"
135207,927806,6566809,NA,"1"
135209,474545,6862877,NA,"61"
135218,685217,6472959,NA,"15"
135219,884264,6848977,8,"55"
135262,1050239,6873923,NA,"67"
135283,971869,6578420,NA,"74"
135311,585315,6473796,NA,"19"
135326,359792,6751438,NA,"44"
135347,842499,6873320,NA,"51"
135380,921670,6782698,8,"88"
135398,632014,7039017,8,"62"
135432,929440,6756649,8,"70"
135511,536637,6867904,NA,"27"
135516,991963,6822064,NA,"88"
135539,412950,6896908,NA,"50"
135567,373473,6225797,NA,"64"
135626,365362,6699430,NA,"44"
135632,464952,6658641,NA,"79"
135640,472466,6358843,NA,"47"
135647,831055,6703531,NA,"21"
135670,805433,6745720,NA,"21"
135676,689118,6698740,NA,"18"
135715,912021,6822754,NA,"88"
135749,633178,6717597,NA,"41"
135762,765125,6706091,NA,"89"
135804,755811,6786114,NA,"10"
135834,916366,6630856,NA,"39"
135911,601951,6551589,NA,"23"
135945,840449,6867341,NA,"51"
135950,736944,6682348,NA,"58"
135952,616540,6623408,NA,"36"
135956,711067,6694558,8,"58"
135970,658589,6395255,NA,"15"
136038,674746,6890735,NA,"60"
136046,463054,6428853,NA,"33"
136070,467546,6246999,NA,"65"
136075,810815,6673727,NA,"21"
136105,619131,6455530,NA,"19"
136109,576123,6330011,NA,"82"
136112,624444,6851181,8,"75"
136115,828918,6921408,NA,"8"
136154,911827,6335162,NA,"4"
136166,913555,6768777,8,"88"
136181,840791,6907315,NA,"8"
136183,691140,6938570,NA,"60"
136198,391731,6259611,NA,"64"
136215,756183,6358467,NA,"48"
136254,635685,6523331,NA,"23"
136324,574443,6607772,NA,"36"
136384,750341,6848121,NA,"51"
136407,733777,6780305,8,"89"
136438,923376,6748707,NA,"70"
136453,697036,6926527,8,"60"
136460,698157,6822579,NA,"77"
136461,500077,6556433,NA,"86"
136471,801852,6559894,NA,"42"
136486,656205,6349321,NA,"12"
136531,950785,6682519,NA,"25"
136537,639494,6739129,NA,"45"
136597,473523,6244952,NA,"65"
136603,463564,6732598,NA,"72"
136606,929526,6766641,NA,"70"
136620,900054,6593026,NA,"39"
136623,842584,6649474,NA,"71"
136630,783475,6983764,8,"2"
136635,597771,6529643,8,"23"
136687,427115,6674941,NA,"49"
136692,607050,6683441,NA,"41"
136740,982662,6902096,NA,"57"
136744,960863,6692425,NA,"25"
136779,896812,6680985,8,"39"
136811,965308,6744348,NA,"70"
136902,875036,6705154,NA,"21"
136917,803384,6739741,NA,"21"
136927,554679,6394126,NA,"46"
136929,801427,6509941,8,"42"
136931,696951,6916533,NA,"60"
136944,670594,6634945,NA,"18"
136977,698688,6648697,NA,"18"
137000,543971,6548075,8,"87"
137001,713876,6790467,NA,"89"
137024,648109,6813007,8,"75"
137055,713285,6720520,NA,"89"
137063,385838,6759220,8,"35"
137103,840022,6817376,NA,"52"
137107,969495,6766296,NA,"88"
137183,746700,6418490,8,"43"
137199,916896,6924651,NA,"57"
137247,515466,6484368,NA,"24"
137268,725241,6716422,NA,"89"
137298,951906,6812417,NA,"88"
137381,604751,6647488,NA,"36"
137408,542699,6875849,NA,"27"
137433,702702,6650662,8,"18"
137451,710898,6674574,NA,"58"
137452,852578,6883227,NA,"55"
137454,455950,6778629,NA,"72"
137460,367824,6267799,NA,"64"
137498,557591,6743811,NA,"41"
137558,836094,6591576,NA,"71"
137570,776384,6636448,NA,"58"
137592,611357,6481571,NA,"19"
137612,868293,6851112,NA,"55"
137615,1004353,6867928,NA,"57"
137654,496746,6878228,8,"14"
137668,758553,6638199,NA,"58"
137675,525622,6504266,NA,"87"
137682,966517,6884246,8,"57"
137686,532015,6552171,8,"87"
137693,690998,6684735,NA,"18"
137694,597270,6469700,NA,"19"
137711,451277,6696726,NA,"49"
137717,694703,6412935,NA,"15"
137779,956055,6366749,NA,"4"
137796,908425,6636919,NA,"39"
137806,575124,6210145,NA,"9"
137825,1018120,6858214,NA,"67"
137829,877851,6567238,NA,"1"
137864,920394,6866655,NA,"54"
137873,631467,6735199,NA,"45"
137879,695096,6696691,NA,"58"
137920,371668,6737351,NA,"44"
137926,680417,6614878,8,"3"
137937,792286,6609934,8,"71"
137944,682412,6377073,8,"12"
137953,987322,6857081,NA,"57"
137972,650935,6197525,NA,"11"
138012,1032542,6891668,NA,"57"
138020,904068,6594990,8,"39"
138021,703908,6556728,NA,"3"
138036,658554,6629051,NA,"18"
138041,665956,6813272,NA,"77"
138049,883229,6495255,NA,"38"
138156,835410,6745464,NA,"21"
138185,888880,6920894,8,"55"
138220,595093,6687538,NA,"41"
138223,782647,6416187,NA,"7"
138247,658050,6569104,NA,"23"
138276,684629,6403029,NA,"12"
138300,582506,6855529,NA,"28"
138330,514969,6424427,NA,"24"
138356,991678,6558265,NA,"74"
138362,846171,6835312,8,"52"
138394,809532,6757676,NA,"21"
138406,716538,6632559,NA,"58"
138408,774692,6656048,NA,"58"
138440,674355,6606935,NA,"3"
138468,501651,6746274,NA,"72"
138470,506635,6624323,NA,"86"
138500,859577,6533424,NA,"1"
138505,958402,6870324,NA,"57"
138547,538550,6878226,NA,"27"
138585,655045,6687036,NA,"18"
138586,715503,6746483,NA,"89"
138669,618381,6843237,8,"75"
138679,779545,6991793,NA,"59"
138683,790588,6410125,NA,"7"
138689,984453,6878094,NA,"57"
138739,991011,6712149,NA,"25"
138742,555376,6717847,NA,"41"
138755,781681,7007768,8,"59"
138769,961965,6588497,NA,"74"
138780,625025,6443492,NA,"19"
138792,823883,6565702,NA,"69"
138810,713031,6690544,NA,"58"
138820,929612,6776634,NA,"88"
138856,375520,6231774,NA,"64"
138860,817731,6781590,NA,"10"
138898,773152,6710020,NA,"89"
138906,862481,6639312,NA,"71"
138979,531517,6492228,NA,"24"
138989,918861,6920636,NA,"57"
139036,972064,6832230,NA,"54"
139055,593841,6537668,8,"23"
139063,640117,6575249,NA,"23"
139065,814148,6595760,NA,"71"
139121,878617,6423361,NA,"26"
139124,731219,6714373,NA,"89"
139132,966172,6844273,NA,"54"
139142,776500,6398256,NA,"7"
139227,915594,6540937,NA,"1"
139231,595344,6717514,NA,"41"
139235,682017,6804727,8,"77"
139263,446698,6868648,NA,"61"
139279,631170,6461424,NA,"19"
139313,797575,6761776,NA,"21"
139346,1040485,6885603,8,"67"
139351,407861,6277460,NA,"64"
139358,613823,7015181,NA,"80"
139389,868972,6697212,NA,"21"
139431,359547,6721462,8,"44"
139498,811752,6783640,NA,"10"
139510,633386,6487382,NA,"19"
139518,836862,6915344,NA,"8"
139522,849929,6807298,NA,"52"
139561,931662,6782612,NA,"88"
139610,440616,6373092,NA,"33"
139632,667285,6479104,NA,"15"
139682,880415,6633163,NA,"71"
139768,695881,6552799,8,"63"
139872,927562,6770655,NA,"70"
139888,411873,6279425,NA,"64"
139897,740873,6674321,NA,"58"
139904,679379,6728800,NA,"45"
139918,451182,6442938,NA,"33"
139921,660151,6818902,8,"75"
139933,233906,6754461,NA,"56"
139957,896307,6854869,NA,"55"
139976,864964,6929095,NA,"55"
139979,604374,6841356,NA,"75"
140001,379859,6761267,8,"35"
140032,679524,6271204,NA,"34"
140042,772546,6873917,NA,"51"
140045,722516,6630510,8,"58"
140049,985206,6734183,NA,"90"
140056,707137,6702585,NA,"58"
140126,447404,6227187,NA,"65"
140156,904579,6667276,8,"39"
140196,638786,6893036,NA,"75"
140229,908265,6850769,8,"54"
140373,890587,6886899,NA,"55"
140437,468206,6326911,NA,"47"
140447,724714,6890313,NA,"2"
140469,636151,6817105,NA,"75"
140491,707114,6936437,NA,"60"
140493,663357,6487130,NA,"63"
140513,721503,6510619,NA,"63"
140536,966345,6864259,NA,"57"
140538,649032,6922933,NA,"60"
140550,789388,6504049,NA,"42"
140562,660504,6147501,NA,"66"
140595,762567,6640163,NA,"58"
140603,969343,6762717,NA,"70"
140629,844548,6645460,NA,"71"
140639,669451,6261300,NA,"81"
140650,655785,6299375,NA,"81"
140672,609559,6505565,NA,"19"
140674,870086,6827112,NA,"55"
140678,212519,6828582,NA,"29"
140712,847366,6741365,NA,"52"
140746,945841,6804475,8,"88"
140773,690972,6918583,NA,"60"
140774,685694,6766721,NA,"45"
140795,852575,6415591,8,"26"
140797,373798,6753322,NA,"35"
140803,767513,6752038,NA,"89"
140807,656421,6613081,NA,"18"
140811,907921,6810798,NA,"88"
140834,633767,6771155,NA,"45"
140847,652863,6427273,NA,"15"
140852,744108,6820191,8,"10"
140864,917312,6740765,NA,"70"
140866,992975,6708135,8,"25"
140883,1035080,6723758,NA,"68"
140886,703099,6934471,8,"60"
140900,792637,6416102,NA,"7"
140904,1008454,6879885,8,"67"
140960,653500,6741010,NA,"45"
140968,840056,6603932,NA,"71"
140979,668599,6872798,NA,"75"
140985,623018,6203752,NA,"11"
141074,885793,6561175,NA,"1"
141131,846341,6621464,NA,"71"
141189,413357,6703034,NA,"49"
141193,911838,6568945,NA,"1"
141200,845060,6705410,NA,"21"
141210,486487,6604506,NA,"86"
141216,907577,6770827,NA,"52"
141250,545217,6697946,8,"37"
141324,945496,6764505,NA,"70"
141354,479187,6446703,NA,"24"
141359,692937,6914568,NA,"60"
141374,604584,6627505,NA,"36"
141384,727121,6702416,NA,"58"
141471,1029015,6715817,NA,"68"
141487,934729,6674663,NA,"25"
141493,987343,6750153,8,"90"
141497,632465,6377492,8,"12"
141502,689034,6688748,NA,"18"
141504,844036,6819340,NA,"52"
141539,726868,6672441,NA,"58"
141573,770269,6370336,NA,"48"
141591,714405,6616590,8,"3"
141605,714911,6676539,NA,"58"
141610,665237,6473127,NA,"15"
141621,636980,6439395,NA,"15"
141626,764518,6869987,8,"51"
141654,695573,6279061,NA,"34"
141695,852746,6669372,NA,"21"
141758,232505,6828421,NA,"22"
141765,637026,6683190,NA,"18"
141843,469461,6720558,NA,"49"
141853,843182,6719416,NA,"21"
141858,795526,6755797,8,"21"
141884,606465,6613500,NA,"36"
141952,495630,6260752,NA,"32"
141969,863765,6789191,NA,"52"
141996,653989,6323365,NA,"81"
142000,754201,6596269,8,"3"
142019,760772,6664160,8,"58"
142026,1011515,6771928,8,"68"
142039,799123,6473993,NA,"43"
142085,457640,6257071,NA,"65"
142088,1207867,6146792,NA,"2B"
142128,680136,6818734,8,"77"
142129,643340,6721109,NA,"18"
142151,705764,6776545,8,"89"
142155,671667,6287254,NA,"81"
142157,932955,6932508,NA,"57"
142178,756659,6886045,7,"51"
142180,813458,6983508,NA,"8"
142198,639820,6301507,NA,"81"
142213,664081,6810874,NA,"77"
142291,842925,6689440,NA,"21"
142315,776317,6612068,NA,"71"
142324,632548,6387482,NA,"46"
142338,738298,6842227,NA,"51"
142356,455785,6758645,8,"72"
142358,549231,6699912,NA,"37"
142366,990345,6866050,NA,"57"
142388,690803,6898595,NA,"60"
142410,377567,6237751,NA,"64"
142461,951216,6732478,NA,"70"
142482,316298,6809754,8,"22"
142540,564702,6637830,NA,"36"
142556,881522,6529240,NA,"38"
142567,302455,6827854,8,"22"
142582,903382,6515064,NA,"1"
142595,383872,6763233,8,"35"
142598,558672,6873717,NA,"27"
142612,389520,6233657,NA,"64"
142633,660823,6898848,NA,"60"
142679,919178,6507347,NA,"73"
142682,670627,6401149,NA,"12"
142683,848221,6841291,NA,"55"
142707,689904,6554848,NA,"63"
142821,919848,6587261,NA,"39"
142824,1001949,6842369,NA,"57"
142851,820637,6653658,8,"21"
142859,968891,6696352,NA,"25"
142875,584471,6851516,NA,"28"
142902,673095,6457075,NA,"15"
142974,385836,6271647,NA,"64"
143009,610144,6575500,8,"23"
143045,457421,6714662,NA,"49"
143046,782709,6893819,NA,"51"
143078,844292,6849319,NA,"51"
143087,911763,6792776,8,"88"
143127,648683,6405329,NA,"15"
143147,795781,6785775,NA,"10"
143150,883493,6759043,NA,"52"
143173,557507,6733818,NA,"41"
143176,775045,6462208,NA,"43"
143206,611231,6705390,NA,"41"
143207,838997,6697468,NA,"21"
143255,557777,6286209,NA,"31"
143300,472086,6796484,NA,"72"
143309,822001,6813533,NA,"10"
143314,825503,6755542,8,"21"
143329,741042,6694304,NA,"58"
143337,513608,6742177,NA,"72"
143362,345555,6232020,NA,"64"
143373,787753,6781846,8,"10"
143381,686031,6806692,NA,"77"
143390,819951,6807554,NA,"10"
143430,556956,6907712,NA,"27"
143431,728696,6668828,8,"58"
143459,929784,6796619,NA,"88"
143471,910131,6602932,NA,"39"
143480,847284,6965228,8,"8"
143487,673631,6283241,NA,"34"
143488,829089,6941396,NA,"8"
143508,1013652,6787899,NA,"68"
143535,843269,6963263,NA,"8"
143536,437766,6754796,8,"53"
143557,850440,6633419,8,"71"
143590,582720,6641676,8,"36"
143594,522381,6836042,NA,"61"
143655,530548,6616131,NA,"86"
143719,740517,6868192,NA,"51"
143733,892541,6649046,NA,"39"
143803,782380,6620010,NA,"71"
143815,685584,6279145,NA,"34"
143820,573077,6204169,NA,"9"
143851,579254,6465854,NA,"19"
143861,706910,6438807,8,"15"
143890,451993,6299073,NA,"32"
143898,547045,6917788,NA,"76"
143906,856760,6671336,NA,"21"
143926,867693,6781163,NA,"52"
143935,949897,6363187,NA,"4"
143943,388704,6621298,NA,"85"
143946,925254,6734701,NA,"70"
143996,665909,6553051,NA,"63"
144011,457558,6247082,NA,"65"
144017,767768,6782016,NA,"10"
144023,623646,6517437,NA,"19"
144064,957884,6810367,8,"88"
144068,727798,6782354,NA,"89"
144117,908596,6656902,NA,"39"
144125,945755,6794482,NA,"88"
144162,539626,6506148,8,"87"
144197,741653,6530431,NA,"63"
144209,732573,6874256,NA,"2"
144229,760940,6700531,NA,"89"
144248,774367,6382290,NA,"48"
144280,768871,6911926,NA,"51"
144353,421541,6483146,NA,"17"
144383,319660,6731780,NA,"44"
144420,423991,6295308,NA,"40"
144499,837972,6811397,8,"52"
144507,844122,6829333,NA,"52"
144526,550395,6839807,NA,"28"
144533,753747,7014002,NA,"59"
144550,676909,6672862,NA,"18"
144649,564402,6841689,NA,"28"
144663,798009,6577912,NA,"71"
144685,847027,6935246,NA,"8"
144706,655095,6930878,NA,"60"
144799,625527,6503433,NA,"19"
144824,917656,6780734,NA,"88"
144842,665741,6533070,8,"63"
144869,927820,6800633,NA,"88"
144876,960539,6886296,NA,"57"
144879,840534,6643496,NA,"71"
144881,647688,6541614,NA,"23"
144884,819437,6981458,NA,"8"
144900,913212,6728809,NA,"70"
144913,421791,6287734,NA,"40"
144920,811411,6743670,NA,"21"
144925,807909,6801661,NA,"10"
144940,561041,6198276,NA,"9"
144961,444051,6305133,NA,"32"
145003,669134,6698909,8,"18"
145010,544220,6578048,NA,"87"
145037,909369,6746829,NA,"70"
145044,1002703,6873538,8,"67"
145081,628291,6833160,NA,"75"
145083,455263,6211140,NA,"65"
145088,843609,6769377,8,"52"
145113,901924,6345237,NA,"26"
145133,908682,6666894,NA,"39"
145141,224075,6774526,NA,"56"
145184,561771,6765761,NA,"41"
145186,955489,6764419,NA,"70"
145191,801845,6793718,NA,"10"
145197,910057,6826769,NA,"54"
145201,854457,6869220,NA,"55"
145245,882643,6892964,NA,"55"
145250,400825,6637186,NA,"85"
145272,764955,6686108,NA,"58"
145304,801675,6773732,NA,"10"
145316,391649,6249622,NA,"64"
145322,907900,6343188,NA,"4"
145327,337760,6745623,8,"35"
145367,603371,6721444,8,"41"
145378,973164,6728292,NA,"70"
145387,513229,6214656,NA,"31"
145397,643759,6771071,NA,"45"
145418,923191,6494912,NA,"73"
145423,825759,6785519,NA,"10"
145561,595139,6453732,NA,"19"
145564,625066,6209728,NA,"11"
145579,299757,6741935,NA,"56"
145593,498775,6640376,NA,"86"
145616,655498,6503182,NA,"19"
145659,688444,6618807,NA,"3"
145674,806546,6641787,NA,"71"
145677,626739,6409509,8,"46"
145698,926959,6700711,8,"70"
145740,439474,6477004,NA,"17"
145757,758623,6882030,8,"51"
145772,879993,6817034,NA,"52"
145811,717467,6742469,NA,"89"
145825,376664,6859229,NA,"50"
145829,494946,6902229,NA,"14"
145835,871964,6813105,8,"52"
145843,882987,6932938,NA,"54"
145849,449971,6780677,NA,"53"
145858,619091,6689336,NA,"41"
145862,898940,6463149,NA,"38"
145919,451746,6269107,NA,"64"
145938,422205,6806889,NA,"53"
145942,954042,6828388,NA,"54"
145951,540568,6859876,NA,"27"
145974,548679,6873800,NA,"27"
146084,410362,6847381,NA,"50"
146099,906032,6590977,NA,"39"
146111,736418,6856234,NA,"51"
146170,620346,6839223,NA,"75"
146177,522024,6552254,NA,"16"
146179,643088,6691133,NA,"18"
146215,582589,6865523,NA,"27"
146218,617334,6479523,NA,"19"
146222,637529,6743143,NA,"45"
146241,822862,6445816,NA,"7"
146253,965049,6714372,NA,"25"
146274,835154,6715488,NA,"21"
146288,943360,6748535,NA,"70"
146299,840876,6699850,NA,"21"
146319,1030491,6885690,8,"57"
146338,955402,6754427,NA,"70"
146351,493603,6498537,7,"16"
146359,906129,6834797,NA,"54"
146360,671183,6704887,NA,"18"
146370,747020,6692255,8,"58"
146383,578456,6609737,NA,"36"
146397,694143,6820614,8,"77"
146442,886143,6834969,NA,"55"
146445,816623,6651694,8,"71"
146453,746597,6642297,NA,"58"
146469,781095,6703957,NA,"89"
146476,696808,6662702,NA,"18"
146625,687518,6508907,NA,"63"
146631,651367,6725039,NA,"45"
146636,764870,6676116,NA,"58"
146646,627034,6683274,NA,"18"
146676,819096,6941481,NA,"8"
146686,950871,6692511,NA,"25"
146689,594131,6811460,NA,"28"
146750,795271,6725820,NA,"21"
146760,795951,6805760,NA,"10"
146766,487728,6754383,NA,"72"
146788,871879,6803112,8,"52"
146789,648896,6685489,NA,"18"
146793,455442,6474874,NA,"16"
146805,212358,6808597,NA,"29"
146872,671015,6684903,NA,"18"
146878,917484,6760749,NA,"70"
146925,202205,6788692,NA,"29"
146932,244464,6824327,NA,"22"
146943,640992,6441360,NA,"15"
146950,850613,6887242,NA,"55"
146967,838314,6851369,NA,"51"
146995,841217,6723430,NA,"21"
146996,570797,6889607,NA,"27"
147043,896050,6824891,8,"55"
147070,914760,6908678,NA,"54"
147077,703739,6536746,NA,"63"
147079,542118,6805897,NA,"28"
147082,533120,6925899,NA,"76"
147096,774452,6392279,NA,"7"
147097,657429,6732982,NA,"45"
147128,934987,6704639,8,"70"
147137,959483,6532565,NA,"74"
147149,524130,6324449,NA,"32"
147199,902190,6608995,8,"39"
147255,852832,6679363,NA,"21"
147281,575825,6533822,NA,"87"
147330,459935,6293014,NA,"32"
147338,760673,6888009,NA,"51"
147346,857444,6751271,NA,"52"
147348,516568,6858077,NA,"61"
147401,888279,6850941,NA,"55"
147405,600236,6585575,NA,"23"
147421,897576,6537095,NA,"1"
147431,909949,6349164,NA,"26"
147432,1005569,6316372,NA,"6"
147440,707198,6946430,8,"60"
147463,587150,6693600,NA,"41"
147509,943532,6768519,NA,"88"
147517,680870,6685220,NA,"18"
147518,577659,6753637,NA,"41"
147531,408764,6387341,NA,"33"
147578,707246,6478768,NA,"63"
147696,639447,6495324,NA,"19"
147699,726848,6906286,NA,"2"
147705,908167,6606945,NA,"39"
147768,902200,6842826,NA,"54"
147794,670543,6391159,NA,"12"
147801,949942,6816432,NA,"88"
147826,975301,6744262,NA,"70"
147839,449616,6253141,NA,"65"
147863,704440,6382881,NA,"12"
147868,601239,6705474,NA,"41"
147951,953611,6778425,8,"88"
148002,878114,6831041,8,"55"
148013,617836,6539466,8,"23"
148046,679547,6748785,NA,"45"
148055,692094,6814635,8,"77"
148060,544582,6861842,NA,"27"
148093,833531,6759470,NA,"21"
148147,357908,6765444,NA,"35"
148148,565118,6687788,NA,"37"
148185,607719,6763379,8,"45"
148194,1014433,6877834,8,"67"
148202,654037,6567139,NA,"23"
148205,910401,6866741,8,"54"
148269,876653,6427374,NA,"26"
148280,381579,6483474,NA,"33"
148281,733796,6546484,NA,"63"
148286,740788,6664329,NA,"58"
148290,552693,6875766,NA,"27"
148305,754694,6890059,NA,"51"
148308,888528,6647082,NA,"39"
148361,576658,6633733,NA,"36"
148376,486570,6614497,8,"86"
148401,560721,6879697,NA,"27"
148433,771103,6704042,NA,"89"
148437,792552,6406112,NA,"7"
148454,821660,6773562,NA,"10"
148473,370194,6801319,8,"35"
148507,470002,6319304,NA,"32"
148517,1036557,6893632,NA,"57"
148519,774947,6686023,NA,"58"
148543,401884,6279507,NA,"64"
148569,734218,6596438,8,"3"
148610,649234,6709068,NA,"18"
148613,718503,6628545,NA,"58"
148617,891770,6559126,NA,"1"
148624,896212,6611045,NA,"39"
148653,753083,6700198,8,"58"
148689,962913,6698402,NA,"25"
148754,703293,6720604,NA,"89"
148766,549088,6202371,NA,"9"
148785,966841,6690374,NA,"25"
148800,971978,6822237,8,"54"
148807,849245,6727359,NA,"21"
148836,1023124,6727859,NA,"68"
148839,842157,6833347,8,"52"
148919,868121,6831126,NA,"55"
148951,437333,6217281,NA,"65"
148961,801334,6733763,NA,"21"
148980,916552,6884677,NA,"54"
149044,955556,6540592,NA,"74"
149057,557112,6206300,NA,"9"
149061,447099,6674776,NA,"49"
149122,840620,6887328,NA,"51"
149127,625778,6533405,NA,"23"
149183,799449,6981629,NA,"8"
149231,900494,6876820,NA,"55"
149285,691420,6734695,NA,"89"
149331,540734,6879863,NA,"27"
149418,815942,6571764,NA,"69"
149435,487276,6216869,NA,"65"
149450,874443,6869048,NA,"55"
149509,754032,6576287,NA,"3"
149539,727818,6548533,NA,"63"
149571,928251,6850597,NA,"54"
149580,941224,6732565,8,"70"
149585,854796,6675350,NA,"21"
149646,911333,6742815,NA,"70"
149654,620762,6411557,8,"46"
149676,318020,6775763,NA,"35"
149775,827386,6507722,8,"69"
149786,537993,6550123,NA,"87"
149799,692486,6386978,NA,"12"
149818,852407,6863241,NA,"55"
149855,695602,6756644,NA,"45"
149865,666802,6896799,NA,"60"
149906,951388,6752463,NA,"70"
149922,908072,6363166,NA,"5"
149926,1019110,6725895,NA,"68"
149951,773237,6720012,NA,"89"
149965,640379,7082928,NA,"62"
149981,731032,6940409,NA,"2"
150013,707499,6508739,NA,"63"
150031,367901,6765362,NA,"35"
150085,492134,6562494,8,"86"
150131,452830,6642753,NA,"79"
150133,598779,6430116,NA,"46"
150232,683758,6536915,NA,"63"
150242,914649,6431044,NA,"38"
150262,659462,6261384,NA,"81"
150290,851551,6763313,8,"52"
150319,1015529,6773892,NA,"68"
150323,813631,6769633,NA,"10"
150329,497037,6430570,8,"24"
150332,647389,6489262,NA,"19"
150336,430396,6830806,NA,"61"
150339,432682,6622935,8,"79"
150368,515608,6260586,NA,"32"
150404,569965,6789676,NA,"28"
150409,815166,6949511,NA,"8"
150417,550561,6859793,NA,"27"
150430,868630,6657245,NA,"21"
150459,941482,6762541,8,"70"
150460,739755,6778256,NA,"89"
150461,661560,6511124,NA,"19"
150485,631002,6441443,NA,"15"
150511,860264,6847184,NA,"55"
150523,216694,6850534,NA,"22"
150534,742566,6874171,NA,"2"
150535,829773,6787483,NA,"10"
150564,172148,6778941,NA,"29"
150582,226122,6780505,NA,"56"
150583,174515,6824890,NA,"29"
150590,944740,6908420,NA,"57"
150620,937296,6740593,NA,"70"
150633,573410,6244123,NA,"31"
150660,728917,6678419,8,"58"
150675,873929,6809091,NA,"52"
150694,669302,6718893,NA,"45"
150698,609725,7003221,NA,"80"
150705,914735,6441034,NA,"38"
150734,638815,6181645,NA,"11"
150766,917828,6800719,8,"88"
150782,887164,6721038,NA,"21"
150787,777676,6771938,NA,"10"
150791,615496,6737331,8,"45"
150807,712524,6630594,NA,"58"
150812,640919,6909009,NA,"60"
150826,821404,6743585,NA,"21"
150885,869739,6553320,NA,"1"
150897,606886,6185907,8,"9"
150919,775299,6492179,NA,"42"
150920,762991,6690121,NA,"58"
150926,701243,6714626,NA,"58"
150961,1016049,6833848,NA,"67"
151012,736457,6388605,NA,"48"
151050,583137,6691635,7,"41"
151069,877857,6801062,8,"52"
151131,618212,6345643,NA,"12"
151135,881180,6489278,NA,"38"
151152,642465,6855028,NA,"75"
151154,648982,6679093,NA,"18"
151161,948064,6830439,NA,"54"
151175,643460,6497288,NA,"19"
151213,910293,6389122,NA,"5"
151222,715165,6706514,NA,"58"
151228,751697,7008023,NA,"59"
151259,230619,6842427,NA,"22"
151262,826700,6661600,8,"21"
151268,873672,6779113,NA,"52"
151285,442108,6796731,8,"53"
151302,953784,6798410,NA,"88"
151321,777591,6761946,NA,"10"
151330,902028,6822840,NA,"55"
151356,897327,6740936,NA,"52"
151399,734472,6626412,8,"58"
151441,745903,6796192,8,"89"
151451,701802,6306979,NA,"12"
151470,942862,6922428,NA,"57"
151507,531793,6766010,NA,"72"
151508,556426,6603925,NA,"86"
151527,948668,6900390,NA,"57"
151531,556946,6186323,NA,"9"
151568,941827,6802511,NA,"88"
151591,904250,6848805,NA,"54"
151626,930028,6592769,8,"39"
151641,703546,6750581,NA,"89"
151659,812354,6619755,NA,"71"
151672,611774,6531524,NA,"23"
151686,910732,6672872,NA,"39"
151701,449382,6466931,NA,"17"
151719,901942,6812848,NA,"88"
151730,375110,6425581,3,"33"
151735,823624,6769548,NA,"21"
151776,869653,6543329,NA,"1"
151784,899046,6940795,NA,"54"
151790,901513,6762885,8,"52"
151818,523210,6935976,NA,"76"
151829,785969,6572019,NA,"71"
151871,607468,6733401,NA,"45"
151887,681428,6734779,NA,"45"
151910,783739,6779881,NA,"10"
151919,837545,6761435,NA,"21"
151948,698463,6384930,NA,"12"
151956,611566,6745359,NA,"45"
151968,831737,6783469,8,"10"
151983,1036470,6883639,NA,"67"
151984,869658,6777149,NA,"52"
151987,655381,6727004,NA,"45"
151991,957089,6486627,NA,"73"
152012,385346,6699267,NA,"49"
152032,545437,6484119,NA,"24"
152041,831908,6803454,NA,"10"
152108,637147,6459375,NA,"19"
152127,789303,6494058,NA,"42"
152139,890329,6856919,NA,"55"
152200,729276,6484576,NA,"63"
152258,469870,6303321,7,"32"
152305,1017319,6749894,NA,"68"
152312,450123,6556846,8,"79"
152420,853943,6809262,8,"52"
152453,634474,6617262,NA,"36"
152477,429401,6467096,NA,"33"
152495,825435,6763936,NA,"21"
152523,571463,6969557,NA,"76"
152548,635266,6473378,NA,"19"
152595,909026,6706861,8,"70"
152612,678761,6892700,8,"60"
152643,864535,6879127,NA,"55"
152684,865643,6775184,NA,"52"
152695,658624,6161501,NA,"66"
152699,567416,6723743,NA,"41"
152713,1008194,6849906,NA,"57"
152721,877943,6811055,NA,"52"
152727,853088,6709339,NA,"21"
152730,1016223,6853834,8,"67"
152731,538322,6830266,NA,"61"
152802,436695,6624901,NA,"79"
152816,847623,6771342,NA,"52"
152831,721967,7038261,8,"59"
152854,634186,6821119,NA,"75"
152855,720720,6654506,NA,"58"
152881,460182,6322981,NA,"40"
152897,847110,6711388,NA,"21"
152913,692178,6824628,NA,"77"
152944,997508,6770051,NA,"68"
152945,665541,6746904,NA,"45"
153064,443969,6295144,NA,"32"
153073,841474,6753407,NA,"21"
